,dt,AverageTemperature,AverageTemperatureUncertainty,State,Country
51159,1921-11-01,24.718000000000004,0.6970000000000001,Bahia,Brazil
51160,1921-12-01,24.56,0.357,Bahia,Brazil
51161,1922-01-01,24.966,0.546,Bahia,Brazil
51162,1922-02-01,25.021,0.838,Bahia,Brazil
51163,1922-03-01,24.992,0.453,Bahia,Brazil
51164,1922-04-01,24.332,0.8270000000000001,Bahia,Brazil
51165,1922-05-01,23.413,0.597,Bahia,Brazil
51166,1922-06-01,22.34,0.448,Bahia,Brazil
51167,1922-07-01,21.19,1.083,Bahia,Brazil
51168,1922-08-01,22.84,0.628,Bahia,Brazil
51169,1922-09-01,24.182,0.314,Bahia,Brazil
51170,1922-10-01,24.726,0.7829999999999999,Bahia,Brazil
51171,1922-11-01,24.634,0.628,Bahia,Brazil
51172,1922-12-01,24.621,0.436,Bahia,Brazil
51173,1923-01-01,24.772,0.517,Bahia,Brazil
51174,1923-02-01,24.488000000000003,0.8109999999999999,Bahia,Brazil
51175,1923-03-01,24.654,0.64,Bahia,Brazil
51176,1923-04-01,23.958,0.603,Bahia,Brazil
51177,1923-05-01,23.177,0.342,Bahia,Brazil
51178,1923-06-01,22.201,0.645,Bahia,Brazil
51179,1923-07-01,20.707,0.685,Bahia,Brazil
51180,1923-08-01,22.362,0.521,Bahia,Brazil
51181,1923-09-01,23.635,1.224,Bahia,Brazil
51182,1923-10-01,24.773000000000003,0.7020000000000001,Bahia,Brazil
51183,1923-11-01,24.98,0.45,Bahia,Brazil
51184,1923-12-01,25.513,0.371,Bahia,Brazil
51185,1924-01-01,25.127,0.505,Bahia,Brazil
51186,1924-02-01,24.835,1.278,Bahia,Brazil
51187,1924-03-01,24.921,0.6709999999999999,Bahia,Brazil
51188,1924-04-01,24.538,0.655,Bahia,Brazil
51189,1924-05-01,23.351,0.604,Bahia,Brazil
51190,1924-06-01,21.825,0.8220000000000001,Bahia,Brazil
51191,1924-07-01,20.816,1.083,Bahia,Brazil
51192,1924-08-01,21.436,0.7909999999999999,Bahia,Brazil
51193,1924-09-01,24.06600000000001,0.212,Bahia,Brazil
51194,1924-10-01,24.366,0.339,Bahia,Brazil
51195,1924-11-01,24.794,0.31,Bahia,Brazil
51196,1924-12-01,24.198,0.49,Bahia,Brazil
51197,1925-01-01,24.237,0.493,Bahia,Brazil
51198,1925-02-01,24.254,0.451,Bahia,Brazil
51199,1925-03-01,24.396,0.398,Bahia,Brazil
51200,1925-04-01,24.48,0.536,Bahia,Brazil
51201,1925-05-01,23.774,0.831,Bahia,Brazil
51202,1925-06-01,22.649,0.861,Bahia,Brazil
51203,1925-07-01,22.085,1.017,Bahia,Brazil
51204,1925-08-01,22.722,0.823,Bahia,Brazil
51205,1925-09-01,24.028,1.524,Bahia,Brazil
51206,1925-10-01,24.546,1.345,Bahia,Brazil
51207,1925-11-01,24.707,0.74,Bahia,Brazil
51208,1925-12-01,24.902,0.575,Bahia,Brazil
51209,1926-01-01,25.151,0.296,Bahia,Brazil
51210,1926-02-01,25.037,0.32,Bahia,Brazil
51211,1926-03-01,24.59800000000001,0.5529999999999999,Bahia,Brazil
51212,1926-04-01,24.362,0.448,Bahia,Brazil
51213,1926-05-01,23.251,1.048,Bahia,Brazil
51214,1926-06-01,22.435,0.74,Bahia,Brazil
51215,1926-07-01,21.063,0.547,Bahia,Brazil
51216,1926-08-01,22.065,0.6890000000000001,Bahia,Brazil
51217,1926-09-01,24.626,0.4370000000000001,Bahia,Brazil
51218,1926-10-01,25.031,0.43,Bahia,Brazil
51219,1926-11-01,25.432,0.368,Bahia,Brazil
51220,1926-12-01,24.638,0.845,Bahia,Brazil
51221,1927-01-01,25.616,1.538,Bahia,Brazil
51222,1927-02-01,24.588,0.7979999999999999,Bahia,Brazil
51223,1927-03-01,24.844,1.58,Bahia,Brazil
51224,1927-04-01,24.307,0.371,Bahia,Brazil
51225,1927-05-01,23.331,0.5479999999999999,Bahia,Brazil
51226,1927-06-01,22.335,0.654,Bahia,Brazil
51227,1927-07-01,21.866,1.972,Bahia,Brazil
51228,1927-08-01,23.413,1.065,Bahia,Brazil
51229,1927-09-01,24.431,0.574,Bahia,Brazil
51230,1927-10-01,25.566,0.6559999999999999,Bahia,Brazil
51231,1927-11-01,25.477,0.502,Bahia,Brazil
51232,1927-12-01,25.074,0.465,Bahia,Brazil
51233,1928-01-01,24.548,0.494,Bahia,Brazil
51234,1928-02-01,25.547,0.366,Bahia,Brazil
51235,1928-03-01,25.327,0.654,Bahia,Brazil
51236,1928-04-01,24.88000000000001,0.522,Bahia,Brazil
51237,1928-05-01,23.907,0.6579999999999999,Bahia,Brazil
51238,1928-06-01,23.169,0.419,Bahia,Brazil
51239,1928-07-01,21.911,0.433,Bahia,Brazil
51240,1928-08-01,22.786,0.7290000000000001,Bahia,Brazil
51241,1928-09-01,24.205,0.406,Bahia,Brazil
51242,1928-10-01,24.787,0.41,Bahia,Brazil
51243,1928-11-01,25.23,0.6,Bahia,Brazil
51244,1928-12-01,24.392,0.425,Bahia,Brazil
51245,1929-01-01,25.576,1.4480000000000002,Bahia,Brazil
51246,1929-02-01,24.675,0.547,Bahia,Brazil
51247,1929-03-01,25.174,0.459,Bahia,Brazil
51248,1929-04-01,23.922,0.509,Bahia,Brazil
51249,1929-05-01,22.909,0.289,Bahia,Brazil
51250,1929-06-01,22.091,0.182,Bahia,Brazil
51251,1929-07-01,21.363000000000003,0.478,Bahia,Brazil
51252,1929-08-01,23.364,1.253,Bahia,Brazil
51253,1929-09-01,24.56600000000001,0.404,Bahia,Brazil
51254,1929-10-01,25.436,0.327,Bahia,Brazil
51255,1929-11-01,25.595,1.186,Bahia,Brazil
51256,1929-12-01,24.447,0.304,Bahia,Brazil
51257,1930-01-01,25.177,0.5920000000000001,Bahia,Brazil
51258,1930-02-01,25.111,0.501,Bahia,Brazil
51259,1930-03-01,25.264000000000006,0.471,Bahia,Brazil
51260,1930-04-01,23.558000000000003,0.825,Bahia,Brazil
51261,1930-05-01,23.211,0.993,Bahia,Brazil
51262,1930-06-01,22.078000000000003,1.091,Bahia,Brazil
51263,1930-07-01,21.839,0.591,Bahia,Brazil
51264,1930-08-01,23.241,0.3670000000000001,Bahia,Brazil
51265,1930-09-01,24.019,1.32,Bahia,Brazil
51266,1930-10-01,24.717,1.6130000000000002,Bahia,Brazil
51267,1930-11-01,24.524,0.5429999999999999,Bahia,Brazil
51268,1930-12-01,24.244,0.8290000000000001,Bahia,Brazil
51269,1931-01-01,25.727,0.7390000000000001,Bahia,Brazil
51270,1931-02-01,25.099,0.5,Bahia,Brazil
51271,1931-03-01,25.286,0.64,Bahia,Brazil
51272,1931-04-01,24.814,0.569,Bahia,Brazil
51273,1931-05-01,23.887,0.516,Bahia,Brazil
51274,1931-06-01,22.717,0.271,Bahia,Brazil
51275,1931-07-01,21.658,0.59,Bahia,Brazil
51276,1931-08-01,21.903,0.57,Bahia,Brazil
51277,1931-09-01,24.135,0.244,Bahia,Brazil
51278,1931-10-01,25.0,0.348,Bahia,Brazil
51279,1931-11-01,24.822000000000006,0.43,Bahia,Brazil
51280,1931-12-01,25.56,0.5660000000000001,Bahia,Brazil
51281,1932-01-01,24.0,1.043,Bahia,Brazil
51282,1932-02-01,25.462,0.645,Bahia,Brazil
51283,1932-03-01,25.06,0.5870000000000001,Bahia,Brazil
51284,1932-04-01,25.41200000000001,0.6990000000000001,Bahia,Brazil
51285,1932-05-01,24.267,0.581,Bahia,Brazil
51286,1932-06-01,23.504,0.994,Bahia,Brazil
51287,1932-07-01,21.946,0.498,Bahia,Brazil
51288,1932-08-01,22.528,0.512,Bahia,Brazil
51289,1932-09-01,24.345,0.297,Bahia,Brazil
51290,1932-10-01,25.607,0.8370000000000001,Bahia,Brazil
51291,1932-11-01,24.992,0.565,Bahia,Brazil
51292,1932-12-01,25.252,0.598,Bahia,Brazil
51293,1933-01-01,25.009,0.584,Bahia,Brazil
51294,1933-02-01,25.27,0.37,Bahia,Brazil
51295,1933-03-01,24.703000000000003,0.53,Bahia,Brazil
51296,1933-04-01,23.559,0.317,Bahia,Brazil
51297,1933-05-01,22.444000000000003,0.337,Bahia,Brazil
51298,1933-06-01,22.208,1.506,Bahia,Brazil
51299,1933-07-01,21.568,0.354,Bahia,Brazil
51300,1933-08-01,22.632,0.544,Bahia,Brazil
51301,1933-09-01,24.628,0.303,Bahia,Brazil
51302,1933-10-01,25.25,0.457,Bahia,Brazil
51303,1933-11-01,24.111,0.494,Bahia,Brazil
51304,1933-12-01,24.571,0.505,Bahia,Brazil
51305,1934-01-01,24.662,0.6779999999999999,Bahia,Brazil
51306,1934-02-01,25.322,0.629,Bahia,Brazil
51307,1934-03-01,24.989,0.569,Bahia,Brazil
51308,1934-04-01,25.035,0.64,Bahia,Brazil
51309,1934-05-01,23.286,0.365,Bahia,Brazil
51310,1934-06-01,22.119,0.519,Bahia,Brazil
51311,1934-07-01,21.03,0.356,Bahia,Brazil
51312,1934-08-01,22.509,0.513,Bahia,Brazil
51313,1934-09-01,24.477,0.601,Bahia,Brazil
51314,1934-10-01,24.644,0.698,Bahia,Brazil
51315,1934-11-01,25.108,0.851,Bahia,Brazil
51316,1934-12-01,25.406,1.869,Bahia,Brazil
51317,1935-01-01,25.125,0.954,Bahia,Brazil
51318,1935-02-01,24.915,0.6459999999999999,Bahia,Brazil
51319,1935-03-01,25.146,0.62,Bahia,Brazil
51320,1935-04-01,24.315,1.7619999999999998,Bahia,Brazil
51321,1935-05-01,22.739,1.337,Bahia,Brazil
51322,1935-06-01,22.733,0.715,Bahia,Brazil
51323,1935-07-01,22.521,1.172,Bahia,Brazil
51324,1935-08-01,22.911,0.918,Bahia,Brazil
51325,1935-09-01,24.581000000000003,0.7909999999999999,Bahia,Brazil
51326,1935-10-01,26.247,1.689,Bahia,Brazil
51327,1935-11-01,25.489,1.01,Bahia,Brazil
51328,1935-12-01,25.229,0.395,Bahia,Brazil
51329,1936-01-01,24.934,0.991,Bahia,Brazil
51330,1936-02-01,24.855,0.34,Bahia,Brazil
51331,1936-03-01,24.9,0.629,Bahia,Brazil
51332,1936-04-01,24.646,0.885,Bahia,Brazil
51333,1936-05-01,23.693,1.626,Bahia,Brazil
51334,1936-06-01,22.432,0.8740000000000001,Bahia,Brazil
51335,1936-07-01,21.716,0.763,Bahia,Brazil
51336,1936-08-01,22.99,1.3019999999999998,Bahia,Brazil
51337,1936-09-01,24.461,0.6779999999999999,Bahia,Brazil
51338,1936-10-01,25.446,0.297,Bahia,Brazil
51339,1936-11-01,25.391,0.404,Bahia,Brazil
51340,1936-12-01,24.721,0.358,Bahia,Brazil
51341,1937-01-01,25.286,0.384,Bahia,Brazil
51342,1937-02-01,25.416,0.5660000000000001,Bahia,Brazil
51343,1937-03-01,25.448,0.562,Bahia,Brazil
51344,1937-04-01,24.33,0.706,Bahia,Brazil
51345,1937-05-01,23.3,0.8059999999999999,Bahia,Brazil
51346,1937-06-01,22.692,0.913,Bahia,Brazil
51347,1937-07-01,22.088,0.413,Bahia,Brazil
51348,1937-08-01,23.421,0.287,Bahia,Brazil
51349,1937-09-01,24.512,0.588,Bahia,Brazil
51350,1937-10-01,25.525,0.456,Bahia,Brazil
51351,1937-11-01,25.565,0.848,Bahia,Brazil
51352,1937-12-01,24.819000000000003,0.5720000000000001,Bahia,Brazil
51353,1938-01-01,25.402,0.397,Bahia,Brazil
51354,1938-02-01,25.992,0.7509999999999999,Bahia,Brazil
51355,1938-03-01,25.126,0.332,Bahia,Brazil
51356,1938-04-01,24.64,1.07,Bahia,Brazil
51357,1938-05-01,24.12,1.652,Bahia,Brazil
51358,1938-06-01,22.443,0.352,Bahia,Brazil
51359,1938-07-01,21.85,0.659,Bahia,Brazil
51360,1938-08-01,22.886,0.3229999999999999,Bahia,Brazil
51361,1938-09-01,24.34800000000001,0.273,Bahia,Brazil
51362,1938-10-01,25.398000000000003,0.987,Bahia,Brazil
51363,1938-11-01,24.934,0.605,Bahia,Brazil
51364,1938-12-01,24.843000000000004,1.005,Bahia,Brazil
51365,1939-01-01,25.199,0.346,Bahia,Brazil
51366,1939-02-01,24.741,0.8059999999999999,Bahia,Brazil
51367,1939-03-01,25.582,1.085,Bahia,Brazil
51368,1939-04-01,24.986,1.001,Bahia,Brazil
51369,1939-05-01,24.554,0.642,Bahia,Brazil
51370,1939-06-01,23.477,1.661,Bahia,Brazil
51371,1939-07-01,21.952,0.7979999999999999,Bahia,Brazil
51372,1939-08-01,22.726,0.318,Bahia,Brazil
51373,1939-09-01,24.366,0.667,Bahia,Brazil
51374,1939-10-01,24.59,0.5379999999999999,Bahia,Brazil
51375,1939-11-01,25.792,1.069,Bahia,Brazil
51376,1939-12-01,25.466,0.469,Bahia,Brazil
51377,1940-01-01,25.024,0.389,Bahia,Brazil
51378,1940-02-01,25.481,0.8079999999999999,Bahia,Brazil
51379,1940-03-01,24.613000000000003,0.78,Bahia,Brazil
51380,1940-04-01,24.494,0.39,Bahia,Brazil
51381,1940-05-01,23.979,0.449,Bahia,Brazil
51382,1940-06-01,22.358,0.336,Bahia,Brazil
51383,1940-07-01,22.122,0.447,Bahia,Brazil
51384,1940-08-01,23.044,0.363,Bahia,Brazil
51385,1940-09-01,23.888,0.927,Bahia,Brazil
51386,1940-10-01,25.092,0.753,Bahia,Brazil
51387,1940-11-01,24.529,0.845,Bahia,Brazil
51388,1940-12-01,25.337,1.506,Bahia,Brazil
51389,1941-01-01,25.555,1.3119999999999998,Bahia,Brazil
51390,1941-02-01,25.913,0.821,Bahia,Brazil
51391,1941-03-01,24.887,0.913,Bahia,Brazil
51392,1941-04-01,24.707,1.641,Bahia,Brazil
51393,1941-05-01,23.882,0.89,Bahia,Brazil
51394,1941-06-01,22.38,1.003,Bahia,Brazil
51395,1941-07-01,22.353,0.34,Bahia,Brazil
51396,1941-08-01,23.387,0.914,Bahia,Brazil
51397,1941-09-01,24.534,1.94,Bahia,Brazil
51398,1941-10-01,25.382,0.596,Bahia,Brazil
51399,1941-11-01,25.576,1.384,Bahia,Brazil
51400,1941-12-01,25.121,0.291,Bahia,Brazil
51401,1942-01-01,25.77,0.325,Bahia,Brazil
51402,1942-02-01,25.24,0.608,Bahia,Brazil
51403,1942-03-01,25.538,0.664,Bahia,Brazil
51404,1942-04-01,24.797,1.183,Bahia,Brazil
51405,1942-05-01,24.323,0.473,Bahia,Brazil
51406,1942-06-01,22.822,0.545,Bahia,Brazil
51407,1942-07-01,21.631,0.682,Bahia,Brazil
51408,1942-08-01,22.323,0.7909999999999999,Bahia,Brazil
51409,1942-09-01,24.807,0.727,Bahia,Brazil
51410,1942-10-01,24.863000000000003,0.424,Bahia,Brazil
51411,1942-11-01,24.716,1.246,Bahia,Brazil
51412,1942-12-01,24.285,0.351,Bahia,Brazil
51413,1943-01-01,24.861,0.459,Bahia,Brazil
51414,1943-02-01,24.991,0.269,Bahia,Brazil
51415,1943-03-01,24.617,1.3969999999999998,Bahia,Brazil
51416,1943-04-01,23.548,0.851,Bahia,Brazil
51417,1943-05-01,22.817,2.6210000000000004,Bahia,Brazil
51418,1943-06-01,22.46,1.656,Bahia,Brazil
51419,1943-07-01,21.338,1.296,Bahia,Brazil
51420,1943-08-01,22.013,0.327,Bahia,Brazil
51421,1943-09-01,23.323,0.8440000000000001,Bahia,Brazil
51422,1943-10-01,24.62,0.642,Bahia,Brazil
51423,1943-11-01,24.502,1.088,Bahia,Brazil
51424,1943-12-01,24.031,0.7070000000000001,Bahia,Brazil
51425,1944-01-01,24.326,0.907,Bahia,Brazil
51426,1944-02-01,25.068,0.1689999999999999,Bahia,Brazil
51427,1944-03-01,25.539,0.232,Bahia,Brazil
51428,1944-04-01,23.887,0.416,Bahia,Brazil
51429,1944-05-01,22.625,1.022,Bahia,Brazil
51430,1944-06-01,22.401,0.5479999999999999,Bahia,Brazil
51431,1944-07-01,21.282,0.418,Bahia,Brazil
51432,1944-08-01,22.008000000000003,1.633,Bahia,Brazil
51433,1944-09-01,23.884,0.6990000000000001,Bahia,Brazil
51434,1944-10-01,25.121,0.88,Bahia,Brazil
51435,1944-11-01,24.916,0.282,Bahia,Brazil
51436,1944-12-01,24.298,1.112,Bahia,Brazil
51437,1945-01-01,24.842,0.289,Bahia,Brazil
51438,1945-02-01,24.614,0.285,Bahia,Brazil
51439,1945-03-01,25.409,0.301,Bahia,Brazil
51440,1945-04-01,24.21,0.295,Bahia,Brazil
51441,1945-05-01,22.734,0.446,Bahia,Brazil
51442,1945-06-01,21.537,0.246,Bahia,Brazil
51443,1945-07-01,21.253,0.962,Bahia,Brazil
51444,1945-08-01,22.7,1.025,Bahia,Brazil
51445,1945-09-01,23.557,0.632,Bahia,Brazil
51446,1945-10-01,24.282,1.32,Bahia,Brazil
51447,1945-11-01,24.857,0.7759999999999999,Bahia,Brazil
51448,1945-12-01,24.445,0.466,Bahia,Brazil
51449,1946-01-01,24.798,0.405,Bahia,Brazil
51450,1946-02-01,25.628,0.348,Bahia,Brazil
51451,1946-03-01,25.333,0.35,Bahia,Brazil
51452,1946-04-01,24.257,0.672,Bahia,Brazil
51453,1946-05-01,23.761,1.013,Bahia,Brazil
51454,1946-06-01,23.079,0.338,Bahia,Brazil
51455,1946-07-01,22.595,0.346,Bahia,Brazil
51456,1946-08-01,23.022,0.799,Bahia,Brazil
51457,1946-09-01,24.423,0.487,Bahia,Brazil
51458,1946-10-01,25.547,0.465,Bahia,Brazil
51459,1946-11-01,24.886000000000006,0.906,Bahia,Brazil
51460,1946-12-01,24.765,0.249,Bahia,Brazil
51461,1947-01-01,25.53,0.981,Bahia,Brazil
51462,1947-02-01,25.518,0.616,Bahia,Brazil
51463,1947-03-01,24.822000000000006,1.085,Bahia,Brazil
51464,1947-04-01,24.17,0.275,Bahia,Brazil
51465,1947-05-01,23.752,0.356,Bahia,Brazil
51466,1947-06-01,22.538,0.393,Bahia,Brazil
51467,1947-07-01,21.953000000000003,0.589,Bahia,Brazil
51468,1947-08-01,23.27,0.522,Bahia,Brazil
51469,1947-09-01,24.455,0.359,Bahia,Brazil
51470,1947-10-01,24.685,0.481,Bahia,Brazil
51471,1947-11-01,23.51,2.175,Bahia,Brazil
51472,1947-12-01,24.35,0.494,Bahia,Brazil
51473,1948-01-01,24.934,1.007,Bahia,Brazil
51474,1948-02-01,25.506,0.435,Bahia,Brazil
51475,1948-03-01,24.687,0.243,Bahia,Brazil
51476,1948-04-01,24.1,0.99,Bahia,Brazil
51477,1948-05-01,23.375,0.366,Bahia,Brazil
51478,1948-06-01,22.445,0.461,Bahia,Brazil
51479,1948-07-01,22.209,0.785,Bahia,Brazil
51480,1948-08-01,22.58,0.275,Bahia,Brazil
51481,1948-09-01,24.126,0.409,Bahia,Brazil
51482,1948-10-01,24.789,0.342,Bahia,Brazil
51483,1948-11-01,25.036,0.247,Bahia,Brazil
51484,1948-12-01,24.067,0.75,Bahia,Brazil
51485,1949-01-01,24.882,0.451,Bahia,Brazil
51486,1949-02-01,24.605,0.219,Bahia,Brazil
51487,1949-03-01,25.658,0.351,Bahia,Brazil
51488,1949-04-01,24.137,0.292,Bahia,Brazil
51489,1949-05-01,23.141,0.357,Bahia,Brazil
51490,1949-06-01,22.717,0.199,Bahia,Brazil
51491,1949-07-01,21.412,0.368,Bahia,Brazil
51492,1949-08-01,22.18,0.545,Bahia,Brazil
51493,1949-09-01,23.607000000000006,0.573,Bahia,Brazil
51494,1949-10-01,24.46,0.183,Bahia,Brazil
51495,1949-11-01,24.701,0.264,Bahia,Brazil
51496,1949-12-01,24.946,0.69,Bahia,Brazil
51497,1950-01-01,25.222,0.208,Bahia,Brazil
51498,1950-02-01,25.259,0.191,Bahia,Brazil
51499,1950-03-01,24.545,0.325,Bahia,Brazil
51500,1950-04-01,23.734,0.335,Bahia,Brazil
51501,1950-05-01,22.989,0.494,Bahia,Brazil
51502,1950-06-01,22.188,0.579,Bahia,Brazil
51503,1950-07-01,21.526,0.358,Bahia,Brazil
51504,1950-08-01,22.331,0.645,Bahia,Brazil
51505,1950-09-01,23.703000000000007,1.135,Bahia,Brazil
51506,1950-10-01,24.367,0.76,Bahia,Brazil
51507,1950-11-01,24.871,0.482,Bahia,Brazil
51508,1950-12-01,24.498,0.232,Bahia,Brazil
51509,1951-01-01,24.859,0.431,Bahia,Brazil
51510,1951-02-01,25.518,0.5920000000000001,Bahia,Brazil
51511,1951-03-01,25.847,0.612,Bahia,Brazil
51512,1951-04-01,24.135,0.324,Bahia,Brazil
51513,1951-05-01,23.078000000000003,1.116,Bahia,Brazil
51514,1951-06-01,22.197,0.584,Bahia,Brazil
51515,1951-07-01,21.441,0.578,Bahia,Brazil
51516,1951-08-01,22.556,0.268,Bahia,Brazil
51517,1951-09-01,24.31,0.351,Bahia,Brazil
51518,1951-10-01,25.252,0.403,Bahia,Brazil
51519,1951-11-01,25.4,0.469,Bahia,Brazil
51520,1951-12-01,24.652,0.303,Bahia,Brazil
51521,1952-01-01,25.616,0.6559999999999999,Bahia,Brazil
51522,1952-02-01,26.071,1.05,Bahia,Brazil
51523,1952-03-01,24.709,0.473,Bahia,Brazil
51524,1952-04-01,24.398000000000003,0.288,Bahia,Brazil
51525,1952-05-01,23.034,0.338,Bahia,Brazil
51526,1952-06-01,22.733,0.189,Bahia,Brazil
51527,1952-07-01,22.179,0.207,Bahia,Brazil
51528,1952-08-01,23.062,0.337,Bahia,Brazil
51529,1952-09-01,24.929,0.365,Bahia,Brazil
51530,1952-10-01,25.285,0.192,Bahia,Brazil
51531,1952-11-01,25.391,0.152,Bahia,Brazil
51532,1952-12-01,24.606,0.35,Bahia,Brazil
51533,1953-01-01,25.46,0.51,Bahia,Brazil
51534,1953-02-01,25.687,0.428,Bahia,Brazil
51535,1953-03-01,25.09800000000001,0.294,Bahia,Brazil
51536,1953-04-01,24.256,0.337,Bahia,Brazil
51537,1953-05-01,23.695,0.182,Bahia,Brazil
51538,1953-06-01,22.64,0.154,Bahia,Brazil
51539,1953-07-01,21.787,0.388,Bahia,Brazil
51540,1953-08-01,22.925,0.245,Bahia,Brazil
51541,1953-09-01,24.599,0.695,Bahia,Brazil
51542,1953-10-01,25.047,0.892,Bahia,Brazil
51543,1953-11-01,25.285,0.274,Bahia,Brazil
51544,1953-12-01,24.592,0.457,Bahia,Brazil
51545,1954-01-01,25.107,0.192,Bahia,Brazil
51546,1954-02-01,25.341,0.626,Bahia,Brazil
51547,1954-03-01,25.059,0.257,Bahia,Brazil
51548,1954-04-01,24.214,0.311,Bahia,Brazil
51549,1954-05-01,23.653,0.222,Bahia,Brazil
51550,1954-06-01,22.738000000000003,0.244,Bahia,Brazil
51551,1954-07-01,21.957,0.227,Bahia,Brazil
51552,1954-08-01,22.408,0.383,Bahia,Brazil
51553,1954-09-01,24.703000000000007,0.53,Bahia,Brazil
51554,1954-10-01,25.604,0.455,Bahia,Brazil
51555,1954-11-01,25.163,0.338,Bahia,Brazil
51556,1954-12-01,24.717,0.357,Bahia,Brazil
51557,1955-01-01,24.796,0.292,Bahia,Brazil
51558,1955-02-01,24.564,0.6890000000000001,Bahia,Brazil
51559,1955-03-01,25.211,0.916,Bahia,Brazil
51560,1955-04-01,24.3,0.831,Bahia,Brazil
51561,1955-05-01,23.617,0.732,Bahia,Brazil
51562,1955-06-01,22.734,0.283,Bahia,Brazil
51563,1955-07-01,21.827,0.912,Bahia,Brazil
51564,1955-08-01,22.724,0.387,Bahia,Brazil
51565,1955-09-01,24.454,0.426,Bahia,Brazil
51566,1955-10-01,25.017,0.309,Bahia,Brazil
51567,1955-11-01,24.652,0.382,Bahia,Brazil
51568,1955-12-01,24.667,0.485,Bahia,Brazil
51569,1956-01-01,25.074,0.457,Bahia,Brazil
51570,1956-02-01,25.089,0.399,Bahia,Brazil
51571,1956-03-01,24.868,0.302,Bahia,Brazil
51572,1956-04-01,24.113000000000003,0.331,Bahia,Brazil
51573,1956-05-01,23.966,0.345,Bahia,Brazil
51574,1956-06-01,22.652,1.793,Bahia,Brazil
51575,1956-07-01,22.41,0.57,Bahia,Brazil
51576,1956-08-01,22.113000000000003,0.347,Bahia,Brazil
51577,1956-09-01,24.41,0.373,Bahia,Brazil
51578,1956-10-01,24.877,0.369,Bahia,Brazil
51579,1956-11-01,23.866,0.627,Bahia,Brazil
51580,1956-12-01,24.255,0.521,Bahia,Brazil
51581,1957-01-01,24.309,0.255,Bahia,Brazil
51582,1957-02-01,25.19,0.43,Bahia,Brazil
51583,1957-03-01,24.33,0.8059999999999999,Bahia,Brazil
51584,1957-04-01,23.423,0.684,Bahia,Brazil
51585,1957-05-01,22.831,0.64,Bahia,Brazil
51586,1957-06-01,22.413,1.082,Bahia,Brazil
51587,1957-07-01,21.862,0.627,Bahia,Brazil
51588,1957-08-01,22.975,0.7959999999999999,Bahia,Brazil
51589,1957-09-01,24.552000000000003,0.754,Bahia,Brazil
51590,1957-10-01,24.903,0.539,Bahia,Brazil
51591,1957-11-01,25.413,0.284,Bahia,Brazil
51592,1957-12-01,25.409,0.5379999999999999,Bahia,Brazil
51593,1958-01-01,25.291,0.969,Bahia,Brazil
51594,1958-02-01,25.655,1.061,Bahia,Brazil
51595,1958-03-01,25.321,0.429,Bahia,Brazil
51596,1958-04-01,24.924000000000003,0.322,Bahia,Brazil
51597,1958-05-01,24.257,0.5710000000000001,Bahia,Brazil
51598,1958-06-01,22.925,0.421,Bahia,Brazil
51599,1958-07-01,22.547,0.433,Bahia,Brazil
51600,1958-08-01,23.123,0.216,Bahia,Brazil
51601,1958-09-01,24.56900000000001,0.33,Bahia,Brazil
51602,1958-10-01,25.171,1.018,Bahia,Brazil
51603,1958-11-01,25.379,1.207,Bahia,Brazil
51604,1958-12-01,25.124,0.463,Bahia,Brazil
51605,1959-01-01,25.072,0.7859999999999999,Bahia,Brazil
51606,1959-02-01,25.762,0.202,Bahia,Brazil
51607,1959-03-01,25.478,0.387,Bahia,Brazil
51608,1959-04-01,25.195,0.284,Bahia,Brazil
51609,1959-05-01,24.331,0.225,Bahia,Brazil
51610,1959-06-01,23.033,0.5820000000000001,Bahia,Brazil
51611,1959-07-01,22.22,0.619,Bahia,Brazil
51612,1959-08-01,23.887,0.908,Bahia,Brazil
51613,1959-09-01,24.749,0.5529999999999999,Bahia,Brazil
51614,1959-10-01,25.434,0.647,Bahia,Brazil
51615,1959-11-01,25.242,0.393,Bahia,Brazil
51616,1959-12-01,25.394,0.238,Bahia,Brazil
51617,1960-01-01,25.22,0.272,Bahia,Brazil
51618,1960-02-01,25.602,0.315,Bahia,Brazil
51619,1960-03-01,24.806,0.392,Bahia,Brazil
51620,1960-04-01,24.061,1.328,Bahia,Brazil
51621,1960-05-01,23.803,0.468,Bahia,Brazil
51622,1960-06-01,22.398000000000003,0.594,Bahia,Brazil
51623,1960-07-01,21.708,0.937,Bahia,Brazil
51624,1960-08-01,22.736,0.75,Bahia,Brazil
51625,1960-09-01,24.467,0.241,Bahia,Brazil
51626,1960-10-01,25.442,0.321,Bahia,Brazil
51627,1960-11-01,25.263,0.515,Bahia,Brazil
51628,1960-12-01,25.08,0.335,Bahia,Brazil
51629,1961-01-01,25.125,0.387,Bahia,Brazil
51630,1961-02-01,24.817,0.342,Bahia,Brazil
51631,1961-03-01,25.222,0.422,Bahia,Brazil
51632,1961-04-01,24.782,0.5379999999999999,Bahia,Brazil
51633,1961-05-01,23.875,0.591,Bahia,Brazil
51634,1961-06-01,22.415,0.557,Bahia,Brazil
51635,1961-07-01,21.415,0.348,Bahia,Brazil
51636,1961-08-01,22.485,0.4970000000000001,Bahia,Brazil
51637,1961-09-01,25.062,0.477,Bahia,Brazil
51638,1961-10-01,25.111,0.6970000000000001,Bahia,Brazil
51639,1961-11-01,26.267,0.488,Bahia,Brazil
